Timestamp             | Level    | Emoji | Location                         | Message
2025-05-02 16:32:21 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:32:22 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:32:22 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([92, 3, 64, 64])) and target tensor (shape=torch.Size([92]), dtype=torch.int64).
2025-05-02 16:32:22 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:32:22 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([185, 3, 64, 64])) and target tensor (shape=torch.Size([185]), dtype=torch.int64).
2025-05-02 16:32:22 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:32:22 | DEBUG    | 🐛 | [get_dataset              :1076] | [DEBUG] Adapter.get_dataset: X is Dataset and y is not None. Ignoring y.
2025-05-02 16:32:22 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:32:38 | INFO     | ℹ️ | [non_nested_grid_search   :1600] | Search completed.
2025-05-02 16:32:38 | INFO     | ℹ️ | [non_nested_grid_search   :1613] | Evaluating best model (params: {'lr': 0.001, 'optimizer__weight_decay': 0.001}) on the test set...
2025-05-02 16:32:39 | DEBUG    | 🐛 | [_compute_metrics         :1380] | Computed Metrics: Acc=0.5517, Macro F1=0.4696, Macro ROC AUC=0.8001, Macro PR AUC=0.5319
2025-05-02 16:32:39 | INFO     | ℹ️ | [non_nested_grid_search   :1632] | Test Set Evaluation: Accuracy=0.5517, Macro F1=0.4696
2025-05-02 16:32:39 | INFO     | ℹ️ | [_save_results            :1449] | Detailed results saved to: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\results\mini-GCD-flat\cnn\non_nested_grid_search_cv=3_method=grid_n_iter=N_A_scoring=accuracy_20250502_163239.json
2025-05-02 16:32:39 | INFO     | ℹ️ | [_save_results            :1474] | Summary results updated in: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\results\mini-GCD-flat\cnn\summary_results.csv
2025-05-02 16:32:39 | INFO     | ℹ️ | [non_nested_grid_search   :1642] | Non-nested grid search finished. Best CV score (accuracy): 0.1658
2025-05-02 16:32:39 | INFO     | ℹ️ | [non_nested_grid_search   :1643] | Best parameters found: {'lr': 0.001, 'optimizer__weight_decay': 0.001}
2025-05-02 16:32:39 | INFO     | ℹ️ | [run                      :2294] | --- Method non_nested_grid_search completed successfully ---
2025-05-02 16:32:39 | INFO     | ℹ️ | [run                      :2304] | Pipeline execution finished.
2025-05-02 16:32:39 | INFO     | ℹ️ | [<module>                 :2382] | --- Final Execution Results ---
2025-05-02 16:32:39 | INFO     | ℹ️ | [<module>                 :2389] | Method non_nested_grid_search_0: Completed. (Accuracy/MeanAccuracy: 0.5517, BestScore: 0.1658)
2025-05-02 16:38:11 | INFO     | ℹ️ | [<module>                 :184 ] | Logger 'ImgClassPipe' initialized. Log file: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\logs\classification.log
2025-05-02 16:38:11 | DEBUG    | 🐛 | [<module>                 :2363] | Chosen sequence: [('single_train', {'max_epochs': 5, 'save_model': True}), ('single_eval', {'save_results': True})]
2025-05-02 16:38:11 | INFO     | ℹ️ | [__init__                 :2191] | Initializing Pipeline Executor for model 'cnn' on dataset 'mini-GCD-flat'...
2025-05-02 16:38:11 | INFO     | ℹ️ | [__init__                 :1226] | Initializing Classification Pipeline:
2025-05-02 16:38:11 | INFO     | ℹ️ | [__init__                 :1227] |   Dataset Path: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\data\mini-GCD-flat
2025-05-02 16:38:11 | INFO     | ℹ️ | [__init__                 :1228] |   Model Type: cnn
2025-05-02 16:38:11 | DEBUG    | 🐛 | [_detect_structure        :443 ] | Did not find standard 'train'/'test' structure. Assuming FLAT structure.
2025-05-02 16:38:11 | INFO     | ℹ️ | [__init__                 :383 ] | Detected dataset structure: flat
2025-05-02 16:38:11 | INFO     | ℹ️ | [_load_flat_dataset       :476 ] | Loading FLAT dataset from C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\data\mini-GCD-flat...
2025-05-02 16:38:11 | INFO     | ℹ️ | [_load_flat_dataset       :486 ] | Full dataset loaded: 434 samples.
2025-05-02 16:38:11 | DEBUG    | 🐛 | [_load_flat_dataset       :501 ] | Initial split: 347 train+val, 87 test indices.
2025-05-02 16:38:11 | DEBUG    | 🐛 | [_load_flat_dataset       :515 ] | Train/Val split: 277 train, 70 validation indices.
2025-05-02 16:38:11 | DEBUG    | 🐛 | [__init__                 :226 ] | TransformedSubset base dataset is a Subset, accessing underlying dataset attributes.
2025-05-02 16:38:11 | INFO     | ℹ️ | [_load_flat_dataset       :534 ] | FLAT Dataset splits: 277 train, 70 validation, 87 test samples.
2025-05-02 16:38:11 | INFO     | ℹ️ | [__init__                 :401 ] | Found 7 classes: 1_cumulus, 2_altocumulus, 3_cirrus, 4_clearsky, 5_stratocumulus, 6_cumulonimbus, 7_mixed
2025-05-02 16:38:11 | INFO     | ℹ️ | [__init__                 :1243] |   Results will be saved to: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\results\mini-GCD-flat\cnn
2025-05-02 16:38:11 | INFO     | ℹ️ | [__init__                 :1259] |   Model Adapter: Initialized with SimpleCNN
2025-05-02 16:38:11 | INFO     | ℹ️ | [__init__                 :1265] | Pipeline initialized successfully for cnn model and flat dataset structure.
2025-05-02 16:38:11 | DEBUG    | 🐛 | [_validate_methods        :2266] | Method validation successful.
2025-05-02 16:38:11 | INFO     | ℹ️ | [__init__                 :2215] | Executor configured to run methods: single_train, single_eval
2025-05-02 16:38:11 | INFO     | ℹ️ | [run                      :2278] | Starting execution of pipeline methods...
2025-05-02 16:38:11 | INFO     | ℹ️ | [run                      :2282] | --- Running Method 1/2: single_train ---
2025-05-02 16:38:11 | DEBUG    | 🐛 | [run                      :2283] | Parameters for single_train: {'max_epochs': 5, 'save_model': True}
2025-05-02 16:38:11 | INFO     | ℹ️ | [single_train             :1893] | Starting single training run...
2025-05-02 16:38:11 | INFO     | ℹ️ | [single_train             :1904] | Combining train (277) and validation (70) sets.
2025-05-02 16:38:11 | INFO     | ℹ️ | [single_train             :1926] | Overriding adapter parameters for this run: {'max_epochs': 5}
2025-05-02 16:38:11 | DEBUG    | 🐛 | [single_train             :1933] | Extracted combined targets (shape=(347,)) for skorch fit.
2025-05-02 16:38:12 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:38:12 | DEBUG    | 🐛 | [get_dataset              :1076] | [DEBUG] Adapter.get_dataset: X is Dataset and y is not None. Ignoring y.
2025-05-02 16:38:12 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:38:21 | INFO     | ℹ️ | [single_train             :1960] | Training finished. Best validation performance at Epoch 5 (valid_loss=0.7581)
2025-05-02 16:38:21 | INFO     | ℹ️ | [single_train             :2012] | Model state_dict saved to: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\results\mini-GCD-flat\cnn\cnn_epoch5_val_valid-loss0.7581_20250502_163821.pt
2025-05-02 16:38:21 | INFO     | ℹ️ | [single_train             :2020] | Main pipeline model adapter updated with the model from single_train.
2025-05-02 16:38:21 | INFO     | ℹ️ | [_save_results            :1449] | Detailed results saved to: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\results\mini-GCD-flat\cnn\single_train_batch_size=16_early_stopping_patience=5_lr=0.001_max_epochs=5_20250502_163821.json
2025-05-02 16:38:21 | INFO     | ℹ️ | [_save_results            :1474] | Summary results updated in: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\results\mini-GCD-flat\cnn\summary_results.csv
2025-05-02 16:38:21 | INFO     | ℹ️ | [run                      :2294] | --- Method single_train completed successfully ---
2025-05-02 16:38:21 | INFO     | ℹ️ | [run                      :2282] | --- Running Method 2/2: single_eval ---
2025-05-02 16:38:21 | DEBUG    | 🐛 | [run                      :2283] | Parameters for single_eval: {'save_results': True}
2025-05-02 16:38:21 | INFO     | ℹ️ | [single_eval              :2034] | Starting model evaluation on the test set...
2025-05-02 16:38:21 | INFO     | ℹ️ | [single_eval              :2041] | Evaluating on 87 test samples.
2025-05-02 16:38:21 | DEBUG    | 🐛 | [single_eval              :2044] | Generating predictions on the test set...
2025-05-02 16:38:22 | DEBUG    | 🐛 | [single_eval              :2046] | Generating probabilities on the test set...
2025-05-02 16:38:22 | DEBUG    | 🐛 | [single_eval              :2050] | Predictions and probabilities generated.
2025-05-02 16:38:22 | DEBUG    | 🐛 | [single_eval              :2053] | Extracting true labels from the test set...
2025-05-02 16:38:22 | DEBUG    | 🐛 | [single_eval              :2057] | True labels extracted.
2025-05-02 16:38:22 | DEBUG    | 🐛 | [_compute_metrics         :1380] | Computed Metrics: Acc=0.4828, Macro F1=0.4093, Macro ROC AUC=0.8984, Macro PR AUC=0.6000
2025-05-02 16:38:22 | INFO     | ℹ️ | [_save_results            :1449] | Detailed results saved to: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\results\mini-GCD-flat\cnn\single_eval_20250502_163822.json
2025-05-02 16:38:22 | INFO     | ℹ️ | [_save_results            :1474] | Summary results updated in: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\results\mini-GCD-flat\cnn\summary_results.csv
2025-05-02 16:38:22 | INFO     | ℹ️ | [single_eval              :2066] | Evaluation Summary:
2025-05-02 16:38:22 | INFO     | ℹ️ | [single_eval              :2067] |   Accuracy: 0.4828
2025-05-02 16:38:22 | INFO     | ℹ️ | [single_eval              :2068] |   Macro Precision: 0.3692
2025-05-02 16:38:22 | INFO     | ℹ️ | [single_eval              :2069] |   Macro Recall: 0.4863
2025-05-02 16:38:22 | INFO     | ℹ️ | [single_eval              :2070] |   Macro Specificity: 0.9140
2025-05-02 16:38:22 | INFO     | ℹ️ | [single_eval              :2071] |   Macro F1-Score: 0.4093
2025-05-02 16:38:22 | INFO     | ℹ️ | [single_eval              :2072] |   Macro ROC AUC: 0.8984
2025-05-02 16:38:22 | INFO     | ℹ️ | [single_eval              :2073] |   Macro PR AUC: 0.6000
2025-05-02 16:38:22 | INFO     | ℹ️ | [run                      :2294] | --- Method single_eval completed successfully ---
2025-05-02 16:38:22 | INFO     | ℹ️ | [run                      :2304] | Pipeline execution finished.
2025-05-02 16:38:22 | INFO     | ℹ️ | [<module>                 :2382] | --- Final Execution Results ---
2025-05-02 16:38:22 | INFO     | ℹ️ | [<module>                 :2389] | Method single_train_0: Completed. (Accuracy/MeanAccuracy: nan, BestScore: nan)
2025-05-02 16:38:22 | INFO     | ℹ️ | [<module>                 :2389] | Method single_eval_1: Completed. (Accuracy/MeanAccuracy: 0.4828, BestScore: nan)
2025-05-02 16:40:19 | INFO     | ℹ️ | [<module>                 :184 ] | Logger 'ImgClassPipe' initialized. Log file: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\logs\classification.log
2025-05-02 16:40:19 | DEBUG    | 🐛 | [<module>                 :2363] | Chosen sequence: [('nested_grid_search', {'param_grid': {'lr': [0.001, 0.0005], 'optimizer__weight_decay': [0.01, 0.001]}, 'outer_cv': 3, 'inner_cv': 2, 'method': 'grid', 'scoring': 'accuracy', 'save_results': True})]
2025-05-02 16:40:19 | INFO     | ℹ️ | [__init__                 :2191] | Initializing Pipeline Executor for model 'cnn' on dataset 'mini-GCD-flat'...
2025-05-02 16:40:19 | INFO     | ℹ️ | [__init__                 :1226] | Initializing Classification Pipeline:
2025-05-02 16:40:19 | INFO     | ℹ️ | [__init__                 :1227] |   Dataset Path: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\data\mini-GCD-flat
2025-05-02 16:40:19 | INFO     | ℹ️ | [__init__                 :1228] |   Model Type: cnn
2025-05-02 16:40:19 | DEBUG    | 🐛 | [_detect_structure        :443 ] | Did not find standard 'train'/'test' structure. Assuming FLAT structure.
2025-05-02 16:40:19 | INFO     | ℹ️ | [__init__                 :383 ] | Detected dataset structure: flat
2025-05-02 16:40:19 | INFO     | ℹ️ | [_load_flat_dataset       :476 ] | Loading FLAT dataset from C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\data\mini-GCD-flat...
2025-05-02 16:40:19 | INFO     | ℹ️ | [_load_flat_dataset       :486 ] | Full dataset loaded: 434 samples.
2025-05-02 16:40:19 | DEBUG    | 🐛 | [_load_flat_dataset       :501 ] | Initial split: 347 train+val, 87 test indices.
2025-05-02 16:40:19 | DEBUG    | 🐛 | [_load_flat_dataset       :515 ] | Train/Val split: 277 train, 70 validation indices.
2025-05-02 16:40:19 | DEBUG    | 🐛 | [__init__                 :226 ] | TransformedSubset base dataset is a Subset, accessing underlying dataset attributes.
2025-05-02 16:40:19 | INFO     | ℹ️ | [_load_flat_dataset       :534 ] | FLAT Dataset splits: 277 train, 70 validation, 87 test samples.
2025-05-02 16:40:19 | INFO     | ℹ️ | [__init__                 :401 ] | Found 7 classes: 1_cumulus, 2_altocumulus, 3_cirrus, 4_clearsky, 5_stratocumulus, 6_cumulonimbus, 7_mixed
2025-05-02 16:40:19 | INFO     | ℹ️ | [__init__                 :1243] |   Results will be saved to: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\results\mini-GCD-flat\cnn
2025-05-02 16:40:19 | INFO     | ℹ️ | [__init__                 :1259] |   Model Adapter: Initialized with SimpleCNN
2025-05-02 16:40:19 | INFO     | ℹ️ | [__init__                 :1265] | Pipeline initialized successfully for cnn model and flat dataset structure.
2025-05-02 16:40:19 | DEBUG    | 🐛 | [_validate_methods        :2266] | Method validation successful.
2025-05-02 16:40:19 | INFO     | ℹ️ | [__init__                 :2215] | Executor configured to run methods: nested_grid_search
2025-05-02 16:40:19 | INFO     | ℹ️ | [run                      :2278] | Starting execution of pipeline methods...
2025-05-02 16:40:19 | INFO     | ℹ️ | [run                      :2282] | --- Running Method 1/1: nested_grid_search ---
2025-05-02 16:40:19 | DEBUG    | 🐛 | [run                      :2283] | Parameters for nested_grid_search: {'param_grid': {'lr': [0.001, 0.0005], 'optimizer__weight_decay': [0.01, 0.001]}, 'outer_cv': 3, 'inner_cv': 2, 'method': 'grid', 'scoring': 'accuracy', 'save_results': True}
2025-05-02 16:40:19 | INFO     | ℹ️ | [nested_grid_search       :1661] | Performing nested 'grid' search.
2025-05-02 16:40:19 | INFO     | ℹ️ | [nested_grid_search       :1662] |   Outer CV folds: 3, Inner CV folds: 2
2025-05-02 16:40:19 | INFO     | ℹ️ | [nested_grid_search       :1663] |   Parameter Grid: {'lr': [0.001, 0.0005], 'optimizer__weight_decay': [0.01, 0.001]}
2025-05-02 16:40:19 | INFO     | ℹ️ | [nested_grid_search       :1664] |   Scoring Metric: accuracy
2025-05-02 16:40:19 | INFO     | ℹ️ | [nested_grid_search       :1692] | Using full dataset for standard nested CV (FLAT structure).
2025-05-02 16:40:19 | INFO     | ℹ️ | [nested_grid_search       :1720] | Running standard nested CV using cross_validate...
2025-05-02 16:40:21 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:40:21 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:22 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([144, 3, 64, 64])) and target tensor (shape=torch.Size([144]), dtype=torch.int64).
2025-05-02 16:40:22 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:40:23 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:23 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:40:24 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:40:24 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:24 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:40:24 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:40:25 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:25 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([144, 3, 64, 64])) and target tensor (shape=torch.Size([144]), dtype=torch.int64).
2025-05-02 16:40:25 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:40:25 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:25 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([144, 3, 64, 64])) and target tensor (shape=torch.Size([144]), dtype=torch.int64).
2025-05-02 16:40:25 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:40:26 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:26 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:40:26 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:40:26 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:26 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:40:26 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:40:28 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:28 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([144, 3, 64, 64])) and target tensor (shape=torch.Size([144]), dtype=torch.int64).
2025-05-02 16:40:28 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:40:28 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:28 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([144, 3, 64, 64])) and target tensor (shape=torch.Size([144]), dtype=torch.int64).
2025-05-02 16:40:28 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:40:29 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:29 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:40:29 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:40:29 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:29 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:40:29 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:40:30 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:30 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([144, 3, 64, 64])) and target tensor (shape=torch.Size([144]), dtype=torch.int64).
2025-05-02 16:40:31 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:40:31 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:31 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([144, 3, 64, 64])) and target tensor (shape=torch.Size([144]), dtype=torch.int64).
2025-05-02 16:40:31 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:40:32 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:32 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:40:32 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:40:32 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:32 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:40:32 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:40:33 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:33 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([144, 3, 64, 64])) and target tensor (shape=torch.Size([144]), dtype=torch.int64).
2025-05-02 16:40:33 | DEBUG    | 🐛 | [__init__                 :783 ] | SimpleCNN initialized with 7 output classes.
2025-05-02 16:40:33 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:33 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([289, 3, 64, 64])) and target tensor (shape=torch.Size([289]), dtype=torch.int64).
2025-05-02 16:40:33 | DEBUG    | 🐛 | [get_split_datasets       :1163] | [DEBUG] Adapter.get_split_datasets: No X_val provided, using self.train_split.
2025-05-02 16:40:36 | DEBUG    | 🐛 | [get_dataset              :1044] | [DEBUG] Adapter.get_dataset: X is list of tuples. Manual unpacking/stacking.
2025-05-02 16:40:36 | DEBUG    | 🐛 | [get_dataset              :1063] | [DEBUG] Adapter.get_dataset: Instantiating SkorchDataset directly with stacked tensor (shape=torch.Size([145, 3, 64, 64])) and target tensor (shape=torch.Size([145]), dtype=torch.int64).
2025-05-02 16:41:07 | INFO     | ℹ️ | [<module>                 :184 ] | Logger 'ImgClassPipe' initialized. Log file: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\pipeline_v2\logs\classification.log
2025-05-02 16:41:07 | DEBUG    | 🐛 | [<module>                 :2363] | Chosen sequence: [('nested_grid_search', {'param_grid': {'lr': [0.001, 0.0005], 'optimizer__weight_decay': [0.01, 0.001]}, 'outer_cv': 3, 'inner_cv': 2, 'method': 'grid', 'scoring': 'accuracy', 'save_results': True})]
2025-05-02 16:41:07 | INFO     | ℹ️ | [__init__                 :2191] | Initializing Pipeline Executor for model 'cnn' on dataset 'mini-GCD-flat'...
2025-05-02 16:41:07 | INFO     | ℹ️ | [__init__                 :1226] | Initializing Classification Pipeline:
2025-05-02 16:41:07 | INFO     | ℹ️ | [__init__                 :1227] |   Dataset Path: C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\data\mini-GCD-flat
2025-05-02 16:41:07 | INFO     | ℹ️ | [__init__                 :1228] |   Model Type: cnn
2025-05-02 16:41:07 | DEBUG    | 🐛 | [_detect_structure        :443 ] | Did not find standard 'train'/'test' structure. Assuming FLAT structure.
2025-05-02 16:41:07 | INFO     | ℹ️ | [__init__                 :383 ] | Detected dataset structure: flat
2025-05-02 16:41:07 | INFO     | ℹ️ | [_load_flat_dataset       :476 ] | Loading FLAT dataset from C:\Users\Stefan\Documents\Github\UBB-Y3-AI-Research\model_src\data\mini-GCD-flat...
2025-05-02 16:41:07 | INFO     | ℹ️ | [_load_flat_dataset       :486 ] | Full dataset loaded: 434 samples.
2025-05-02 16:41:07 | DEBUG    | 🐛 | [_load_flat_dataset       :501 ] | Initial split: 347 train+val, 87 test indices.
2025-05-02 16:41:07 | DEBUG    | 🐛 | [_load_flat_dataset       :515 ] | Train/Val split: 277 train, 70 validation indices.
2025-05-02 16:41:07 | DEBUG    | 🐛 | [__init__                 :226 ] | TransformedSubset base dataset is a Subset, accessing underlying dataset attributes.
